topic_id,event_date,frequency,z_score,keywords,event_type
559,2020-01-22 00:00:00.000000,0.0030172413793103,4.22,,SUDDEN_SPIKE_FREQ
415,2019-10-08 00:00:00.000000,0.0029350104821802,4.21,,SUDDEN_SPIKE_FREQ
268,2020-11-04 12:00:00.000000,0.016365202411714,4.21,,SUDDEN_SPIKE_FREQ
272,2021-07-13 00:00:00.000000,0.0043497172683775,4.2,,SUDDEN_SPIKE_FREQ
634,2019-01-14 23:59:59.999999,0.0084104289318755,4.2,,SUDDEN_SPIKE_FREQ
201,2021-01-29 12:00:00.000000,0.0080919931856899,4.2,,SUDDEN_SPIKE_FREQ
568,2021-01-29 12:00:00.000000,0.0025553662691652,4.19,,SUDDEN_SPIKE_FREQ
565,2020-11-04 12:00:00.000000,0.0090439276485788,4.19,,SUDDEN_SPIKE_FREQ
176,2020-08-19 12:00:00.000000,0.0075723830734966,4.18,,SUDDEN_SPIKE_FREQ
366,2019-03-04 00:00:00.000000,0.0025608194622279,4.17,,SUDDEN_SPIKE_FREQ
184,2020-08-19 12:00:00.000000,0.0022271714922048,4.17,,SUDDEN_SPIKE_FREQ
315,2021-07-13 00:00:00.000000,0.0187037842540234,4.17,,SUDDEN_SPIKE_FREQ
101,2021-03-11 12:00:00.000000,0.0026269702276707,4.17,,SUDDEN_SPIKE_FREQ
104,2019-08-20 00:00:00.000000,0.0080393032603841,4.16,,SUDDEN_SPIKE_FREQ
539,2021-03-11 12:00:00.000000,0.0030647985989492,4.16,,SUDDEN_SPIKE_FREQ
100,2020-01-22 00:00:00.000000,0.0120689655172413,4.16,,SUDDEN_SPIKE_FREQ
413,2021-02-18 12:00:00.000000,0.0073497622135754,4.15,,SUDDEN_SPIKE_FREQ
141,2019-07-27 00:00:00.000000,0.0025597269624573,4.15,,SUDDEN_SPIKE_FREQ
285,2020-04-27 12:00:00.000000,0.002092050209205,4.15,,SUDDEN_SPIKE_FREQ
253,2019-11-01 12:00:00.000000,0.0122807017543859,4.14,,SUDDEN_SPIKE_FREQ
405,2020-06-24 00:00:00.000000,0.0050977060322854,4.14,,SUDDEN_SPIKE_FREQ
259,2020-11-04 12:00:00.000000,0.0051679586563307,4.14,,SUDDEN_SPIKE_FREQ
56,2020-04-05 00:00:00.000000,0.0061055385957261,4.14,,SUDDEN_SPIKE_FREQ
354,2021-09-19 00:00:00.000000,0.0048034934497816,4.13,,SUDDEN_SPIKE_FREQ
557,2020-05-17 12:00:00.000000,0.0057752110173256,4.13,,SUDDEN_SPIKE_FREQ
621,2021-03-11 12:00:00.000000,0.0043782837127845,4.11,,SUDDEN_SPIKE_FREQ
132,2019-01-14 23:59:59.999999,0.0037846930193439,4.11,,SUDDEN_SPIKE_FREQ
192,2019-10-08 00:00:00.000000,0.0050314465408805,4.1,,SUDDEN_SPIKE_FREQ
183,2019-06-07 12:00:00.000000,0.0084281500210703,4.1,,SUDDEN_SPIKE_FREQ
531,2020-08-01 00:00:00.000000,0.0103048518677544,4.1,,SUDDEN_SPIKE_FREQ
135,2020-11-04 12:00:00.000000,0.0051679586563307,4.1,,SUDDEN_SPIKE_FREQ
495,2020-04-05 00:00:00.000000,0.0095944177932839,4.1,,SUDDEN_SPIKE_FREQ
112,2019-07-27 00:00:00.000000,0.0029863481228668,4.09,,SUDDEN_SPIKE_FREQ
563,2020-02-16 12:00:00.000000,0.016941596076683,4.09,,SUDDEN_SPIKE_FREQ
30,2019-01-14 23:59:59.999999,0.0058873002523128,4.09,,SUDDEN_SPIKE_FREQ
609,2019-11-25 00:00:00.000000,0.0053499777084262,4.09,,SUDDEN_SPIKE_FREQ
407,2021-04-30 12:00:00.000000,0.0039352864013992,4.07,,SUDDEN_SPIKE_FREQ
472,2020-04-05 00:00:00.000000,0.003052769297863,4.06,,SUDDEN_SPIKE_FREQ
442,2019-01-14 23:59:59.999999,0.0016820857863751,4.05,,SUDDEN_SPIKE_FREQ
502,2020-09-26 12:00:00.000000,0.0118181818181818,4.05,,SUDDEN_SPIKE_FREQ
358,2021-02-18 12:00:00.000000,0.0034587116299178,4.04,,SUDDEN_SPIKE_FREQ
378,2021-03-11 12:00:00.000000,0.0039404553415061,4.04,,SUDDEN_SPIKE_FREQ
297,2020-08-19 12:00:00.000000,0.0044543429844097,4.04,,SUDDEN_SPIKE_FREQ
182,2019-10-08 00:00:00.000000,0.0083857442348008,4.04,,SUDDEN_SPIKE_FREQ
228,2020-10-16 00:00:00.000000,0.0029698769622401,4.03,,SUDDEN_SPIKE_FREQ
157,2020-08-19 12:00:00.000000,0.0035634743875278,4.03,,SUDDEN_SPIKE_FREQ
327,2021-03-11 12:00:00.000000,0.0026269702276707,4.01,,SUDDEN_SPIKE_FREQ
331,2021-04-30 12:00:00.000000,0.0039352864013992,4.01,,SUDDEN_SPIKE_FREQ
585,2020-03-11 12:00:00.000000,0.0168103448275862,4.01,,SUDDEN_SPIKE_FREQ
84,2021-02-18 12:00:00.000000,0.0051880674448767,4.0,,SUDDEN_SPIKE_FREQ
612,2019-03-04 00:00:00.000000,0.0081092616303883,3.99,,SUDDEN_SPIKE_FREQ
435,2021-02-18 12:00:00.000000,0.004755728491137,3.99,,SUDDEN_SPIKE_FREQ
110,2019-05-14 12:00:00.000000,0.0026327336551118,3.98,,SUDDEN_SPIKE_FREQ
